cell	ncell
JMKEQI3	JMKEQI1 JMKEQI2 JMKJCN1 JMKJCN2 JMKJCN3 JMKNCG1 JMKNYG2 JMKNYG3 JMKSZT1 JMKYSZ3
JMKFGG1	JMKCSC1 JMKCSC2 JMKCSC3 JMKFGG2 JMKFGG3 JMKKGG1 JMKLDG2 JMKLGG3 JMKLSS3 JMKNCG2 JMKNCG3 JMKNCG8 JMKQXT2 JMKQXT3 JMKQXT8 JMKSTA3 JMKSTG1 JMKSTG2 JMKTDG1 JMKTDG2 JMKZCG1
JMKFGG2	JMKCSC3 JMKDET1 JMKDET3 JMKFGG1 JMKFGG3 JMKKGG1 JMKKGG2 JMKLGG3 JMKMQG3 JMKQXT2 JMKSBN3 JMKSTA3 JMKSTG2 JMKTDG2 JMKZCG1 JMKZCG2 JMKZCG3
JMKFGG3	JMKCSC3 JMKCSC8 JMKFGG1 JMKFGG2 JMKKGG1 JMKNCG2 JMKSTA3 JMKTDG1 JMKTDG2 JMKZCG3
JMKGGL1	JMKGGL2 JMKGGL3 JMKKGG3 JMKLYN1 JMKSJU1 JMKSJU2 JMKSJU3 JMKSJU5 JMKSJU8
JMKGGL2	JMKDET3 JMKGGL1 JMKGGL3 JMKKGG3 JMKLHE1 JMKNSN1 JMKNSN2 JMKSJU1 JMKSJU2 JMKSJU3 JMKSJU5 JMKSJU8
JMKGGL3	JMKGGL1 JMKGGL2 JMKKGG3 JMKLHE1 JMKLHE2 JMKLHE3 JMKNSN1 JMKNSN2 JMKSJU3
JMKHXI1	JDKHXI1 JDKHXI2 JDKHXI3 JDKLCN1 JDKLCN3 JDKSKS1 JDKSKS3 JDKSKU1 JDKYSE1 JMHDXI2 JMHDXI3 JMHKYN1 JMHKYN2 JMHKYN3 JMHLTN1 JMHLTN2 JMHZSN2 JMKHXI2 JMKHXI3 JMKHYG1 JMKHYG3 JMKLCN1 JMKLCN3 JMKODO1 JMKODO2 JMKODO3 JMKSKS1 JMKSKS3 JMKSKU1 JMKTLG1 JMKTLG2 JMKTLG3 JMKYSE1 JMKYSZ2 JMXKLN3 JMXSBU2
JMKHXI2	JDKHXI1 JDKHXI2 JDKHXI3 JDKSKE1 JDKSKS1 JDKSKS2 JDKSKS3 JDKSKU1 JDKSKU3 JDKYSE1 JMHKYN2 JMKHXI1 JMKHXI3 JMKHYG1 JMKHYG2 JMKHYG3 JMKLCN2 JMKLCN3 JMKODO3 JMKSKE1 JMKSKE3 JMKSKS1 JMKSKS2 JMKSKS3 JMKSKU1 JMKSKU2 JMKSKU3 JMKYSE1 JMKYSZ2
JMKHXI3	JDKHXI1 JDKHXI2 JDKHXI3 JDKSKE1 JDKSKE3 JDKSKS1 JDKSKS3 JDKSKU3 JDKYSE1 JMHDLG2 JMHDXI3 JMHKYN1 JMHKYN2 JMHKYN3 JMKDAG2 JMKDTN2 JMKDTN3 JMKDYN2 JMKHXI1 JMKHXI2 JMKHYG3 JMKLCN3 JMKODO1 JMKODO2 JMKODO3 JMKSKE1 JMKSKE3 JMKSKS1 JMKSKS3 JMKSKU1 JMKSKU3 JMKYSE1 JMKYSZ1 JMKYSZ2
JMKHYG1	JDKHXI1 JDKHXI2 JDKLCN1 JDKLCN2 JDKLCN3 JDKSKS1 JMKHXI1 JMKHXI2 JMKHYG2 JMKHYG3 JMKLAN1 JMKLAN2 JMKLAN3 JMKLCN1 JMKLCN2 JMKLCN3 JMKPCN1 JMKPCN3 JMKSKS1 JMKSKU1 JMKTLG1 JMKTLG2
JMKHYG2	JDKCZU1 JDKCZU2 JDKHXI1 JDKHXI2 JDKLCN2 JDKSKS1 JDKSKS2 JDKSKS3 JMKDFL1 JMKHXI2 JMKHYG1 JMKHYG3 JMKLAN1 JMKLCN2 JMKSKS1 JMKSKS2 JMKSKS3 JMKSKU1 JMKSKU2 JMKSKU3
JMKHYG3	JDKHXI1 JDKHXI2 JDKHXI3 JDKLCN2 JDKLCN3 JDKSKE3 JDKSKS1 JDKSKS3 JDKSKU1 JMKDFL1 JMKHXI1 JMKHXI2 JMKHXI3 JMKHYG1 JMKHYG2 JMKLCN2 JMKLCN3 JMKODO3 JMKSKE3 JMKSKS1 JMKSKS3 JMKSKU1
JMKJCN1	JDKYSE2 JDKYSE3 JMKDAG1 JMKDAG2 JMKDAG3 JMKEQI1 JMKEQI2 JMKEQI3 JMKJCN2 JMKJCN3 JMKNCG1 JMKNCG8 JMKQXI3 JMKYSE2 JMKYSE3 JMKYSF2 JMKYSF3 JMKYSZ3
JMKJCN2	JMKCSC1 JMKCSC2 JMKCSC3 JMKCSC8 JMKDAG3 JMKEQI3 JMKJCN1 JMKJCN3 JMKLSS1 JMKLSS3 JMKNCG1 JMKNCG2 JMKNCG8
JMKJCN3	JMKDAG3 JMKEQI2 JMKEQI3 JMKJCN1 JMKJCN2 JMKNCG1 JMKSZT1 JMKYSZ3
JMKKGG1	JDKCRZ3 JDKDGG3 JMKCRZ3 JMKCSC3 JMKDGG3 JMKFGG1 JMKFGG2 JMKFGG3 JMKKGG2 JMKKGG3 JMKLGG3 JMKNCG2 JMKNCG3 JMKSBN1 JMKSBN3 JMKSJU1 JMKSJU3 JMKSTG2 JMKTDG2 JMKZCG2 JMKZCG3
JMKKGG2	JMKCKN1 JMKCKN8 JMKDET1 JMKDET2 JMKDET3 JMKFGG2 JMKKGG1 JMKKGG3 JMKLGG2 JMKLGG3 JMKMQG3 JMKSBN3 JMKSJU1 JMKSTG2 JMKZCG2 JMKZCG3
JMKKGG3	JMELAN1 JMKDET3 JMKGGL1 JMKGGL2 JMKGGL3 JMKKGG1 JMKKGG2 JMKLGG2 JMKLYN1 JMKSJU1 JMKSJU2 JMKSJU3 JMKSJU5 JMKSJU8 JMKTKU3
JMKLAN1	JDKLCN1 JDKLCN2 JDKLCN3 JDKSKS1 JDKSKU1 JMKDFL1 JMKHYG1 JMKHYG2 JMKLAN2 JMKLAN3 JMKLCN1 JMKLCN2 JMKLCN3 JMKPCN1 JMKPCN3 JMKSKS1 JMKSKU1 JMKSKU2 JMTGYI1 JMTGYI3 JMTGYI8 JMTGYX1 JMTWXG3
JMKLAN2	JDKLCN2 JDKSKS1 JDKSKU1 JDKSKU2 JMKHYG1 JMKLAN1 JMKLAN3 JMKLCN2 JMKPCN1 JMKPCN2 JMKPCN3 JMKSKS1 JMKSKU2 JMTDTO1 JMTGYI1 JMTGYI2 JMTGYX1 JMTGYX2 JMTMXG3 JMTWXG1 JMTWXG2 JMTWXG3 JMXNWN2 JMXNWN3
JMKLAN3	JDKCZU1 JDKCZU2 JDKLCN2 JDKLTN1 JDKLTN2 JDKSKS1 JDKSKS2 JDKSKU1 JDKSKU2 JMKDFL1 JMKHYG1 JMKLAN1 JMKLAN2 JMKLCN2 JMKLTN1 JMKLTN2 JMKLTN8 JMKPCN3 JMKSKS1 JMKSKS2 JMKSKU1 JMKSKU2 JMTGYI1 JMTGYI3 JMTGYI8 JMTGYX1 JMTGYX3 JMTWXG3
JMKLBE1	JDKCKN1 JDKCKN3 JMKCKN1 JMKCKN8 JMKLBE2 JMKLBE3 JMKTKU1 JMKTKU2 JMKWLG1 JMKWLG2 JMKWLG3 JMKYJG1 JMKYJG2 JMKYJG3 JMKYJG8 JMKZGU3
JMKLBE2	JDKCKN1 JDKCKN2 JDKCKN3 JMKCKN1 JMKCKN3 JMKCKN8 JMKLBE1 JMKLBE3 JMKLYN1 JMKLYN2 JMKTKU2 JMKYJG1 JMKYJG3 JMKYJG8
JMKLBE3	JDKCKN3 JMKLBE1 JMKLBE2 JMKLYN1 JMKTKU1 JMKTKU2 JMKTKU3 JMKWLG1 JMKWLG3
JMKLCN1	JDKHXI1 JDKLCN1 JDKLCN2 JDKLCN3 JMHDXI1 JMHDXI2 JMHLTN2 JMKHXI1 JMKHYG1 JMKLAN1 JMKLCN2 JMKLCN3 JMKPCN1 JMKPCN2 JMKPCN3 JMKSKU1 JMKTLG1 JMKTLG2 JMKTLG3 JMTDTO1 JMTGYI1 JMXKLN2 JMXKLN3 JMXNWN2 JMXNWN3 JMXSBU1 JMXSBU2 JMXSBU3 JMXTBC1 JMXTBC2
JMKLCN2	JDKHXI2 JDKLCN1 JDKLCN2 JDKLCN3 JDKSKE1 JDKSKS1 JDKSKU2 JMKHXI2 JMKHYG1 JMKHYG2 JMKHYG3 JMKLAN1 JMKLAN2 JMKLAN3 JMKLCN1 JMKLCN3 JMKPCN1 JMKPCN2 JMKPCN3 JMKSKE1 JMKSKS1 JMKSKU1 JMKSKU2 JMKTLG2 JMTDTO1 JMTDTO2 JMTGYI1 JMTGYI2 JMTGYI3 JMTGYI8 JMTGYX2 JMTGYX3 JMTMXG3 JMXKLN2 JMXKLN3 JMXNWN2 JMXSBU2 JMXTBC2
JMKLCN3	JDKHXI1 JDKHXI2 JDKHXI3 JDKLCN1 JDKLCN2 JDKLCN3 JDKSKE1 JDKSKS1 JDKSKU1 JDKSKU3 JMHDXI2 JMHDXI3 JMHKYN2 JMHZSN2 JMKHXI1 JMKHXI2 JMKHXI3 JMKHYG1 JMKHYG3 JMKLAN1 JMKLCN1 JMKLCN2 JMKSKE1 JMKSKS1 JMKSKU1 JMKTLG2 JMKTLG3 JMKYSZ1 JMKYSZ2 JMTDTO1 JMTGYI1 JMTGYX1 JMXKLN3 JMXSBU2
JMKLDG1	JMKDAG3 JMKLDG2 JMKLDG3 JMKSZT1 JMKSZT2 JMKTLI1
JMKLDG2	JMKFGG1 JMKLDG1 JMKLDG3 JMKSTG1 JMKSTG2 JMKSTG3 JMKSZT2 JMKTLI1 JMKTLI2 JMKTLI3
JMKLDG3	JMKLDG1 JMKLDG2 JMKSTG1 JMKSTG3 JMKSZT2 JMKTLI1 JMKTLI3
JMKLGG1	JDKCRZ3 JDKDGG1 JDKDGG3 JMKBYI1 JMKCHG3 JMKCRZ3 JMKDET1 JMKDGG1 JMKDGG2 JMKDGG3 JMKLGG2 JMKLGG3 JMKLSS2 JMKMQG1 JMKMQG2 JMKMQG3 JMKQXT2 JMKSBN1 JMKSBN2 JMKSBN3 JMKSTA2 JMKSTA3 JMKZCG2 JMKZGU1
JMKLGG2	JMELAN1 JMKDET1 JMKDET2 JMKDET3 JMKKGG2 JMKKGG3 JMKLGG1 JMKLGG3 JMKLSS2 JMKMQG3 JMKSBN3 JMKSJU1 JMKTKU1 JMKTKU2 JMKTKU3 JMKYJG3 JMKZCG2
JMKLGG3	JMKCSC3 JMKDET1 JMKDET3 JMKFGG1 JMKFGG2 JMKKGG1 JMKKGG2 JMKLGG1 JMKLGG2 JMKMQG3 JMKQXT2 JMKSBN3 JMKSTA2 JMKSTA3 JMKZCG1 JMKZCG2 JMKZCG3
JMKLSS1	JDKCRZ3 JDKCRZ4 JMKCRZ3 JMKCSC1 JMKCSC2 JMKDAG3 JMKJCN2 JMKLSS2 JMKLSS3 JMKNCG1 JMKNCG8
JMKLSS2	JDKCRZ3 JDKCRZ4 JDKDAC3 JDKDGG1 JDKDGG2 JDKDGG3 JMKCRZ3 JMKCSC3 JMKDAC3 JMKDGG1 JMKDGG2 JMKDGG3 JMKJSN3 JMKLGG1 JMKLGG2 JMKLSS1 JMKLSS3 JMKMQG1 JMKMQG3 JMKNCG8 JMKQXT1 JMKQXT2 JMKQXT3 JMKQXT8 JMKSBN1 JMKSTA1 JMKZCG1
JMKLSS3	JMKCSC1 JMKCSC2 JMKCSC3 JMKCSC8 JMKFGG1 JMKJCN2 JMKLSS1 JMKLSS2 JMKNCG1 JMKNCG2 JMKNCG8 JMKQXT3 JMKQXT8 JMKSTA1
JMKLTN1	JDKCZU3 JDKLTN1 JDKLTN2 JDKLTN3 JDKSAG1 JDKSKE2 JDKSKU2 JDKYSE2 JDKZHA1 JMKCZU2 JMKCZU3 JMKLAN3 JMKLTN2 JMKLTN3 JMKLZU1 JMKLZU3 JMKSAG1 JMKSKE1 JMKSKE2 JMKSKU1 JMKSKU2 JMKYSE1 JMKYSE2 JMKZHA1 JMTDTO1 JMTDTO2 JMTDTO3 JMTDTU3 JMTGYI2 JMTGYI3 JMTGYI8 JMTGYX1 JMTGYX2 JMTGYX3 JMTWXG3
JMKLTN2	JDKLTN1 JDKLTN2 JDKLTN3 JDKSAG1 JDKSAG2 JDKSKE2 JDKZHA1 JDKZHA2 JMKLAN3 JMKLTN1 JMKLTN3 JMKLTN8 JMKLZU1 JMKLZU3 JMKQXI1 JMKQXI2 JMKQXI3 JMKSAG1 JMKSAG2 JMKSFZ1 JMKSKE2 JMKSKU3 JMKXMI1 JMKZHA1 JMKZHA2 JMKZHA8 JMTDTO1 JMTDTO2 JMTDTO3 JMTDTU2 JMTDTU3 JMTGYI2 JMTGYI3 JMTGYI8 JMTGYX2 JMTGYX3 JMTLZT1 JMTWXG2
JMKLTN3	JDKLTN1 JDKLTN2 JDKSAG1 JDKSAG2 JDKSAG3 JDKSKE2 JDKYSE2 JMKCSC1 JMKDAG2 JMKDAG3 JMKLTN1 JMKLTN2 JMKLTN8 JMKLZU3 JMKQXI3 JMKSAG1 JMKSAG2 JMKSAG3 JMKSFZ1 JMKSKE2 JMKSKU3 JMKYSE2 JMKYSF2 JMKYSZ2 JMKZHA1 JMKZHA3 JMKZHA8 JMTDTO3 JMTDTU2 JMTDTU3 JMTGYI2 JMTGYI3 JMTGYI8
JMKLTN8	JDKCZU2 JDKCZU3 JDKHXI3 JDKLTN2 JDKLTN3 JDKSAG1 JDKSKE1 JDKSKE2 JDKSKE3 JDKYSE2 JDKZHA1 JMKCZU2 JMKCZU3 JMKLAN3 JMKLTN2 JMKLTN3 JMKLZU3 JMKSAG1 JMKSKE1 JMKSKE2 JMKSKU1 JMKSKU2 JMKYSE1 JMKYSE2 JMKYSZ2 JMKZHA1 JMTDTO1 JMTDTO2 JMTDTO3 JMTGYI2 JMTGYI3 JMTGYI8 JMTGYX1 JMTGYX2 JMTGYX3
JMKLYN1	JDKCKN3 JMEJYE2 JMEJYE3 JMELAN1 JMKBHE1 JMKCKN1 JMKCKN3 JMKCKY3 JMKDET3 JMKGGL1 JMKHLG3 JMKKGG3 JMKLBE2 JMKLBE3 JMKLYN2 JMKLYN3 JMKRBI1 JMKSJU1 JMKSJU2 JMKSJU5 JMKSJU8 JMKTKU2 JMKTKU3 JMKWLG3 JMKYJG3
JMKLYN2	JDKCKN1 JDKCKN2 JDKCKN3 JMKCKN1 JMKCKN3 JMKCKN8 JMKCKY3 JMKLBE2 JMKLYN1 JMKLYN3 JMKRBI1 JMKRBI2 JMKRBI3 JMKSJU1 JMKTKU1 JMKTKU2 JMKTKU3 JMKWLG3 JMKYJG1 JMKYJG2 JMKYJG3
JMKLYN3	JMEJYE2 JMEJYE3 JMELAN1 JMKCKY3 JMKLYN1 JMKLYN2 JMKRBI1 JMKRBI2 JMKRBI3 JMKSJU1 JMKSJU2 JMKSJU5 JMKWLG3 JMKYJG2 JMKYJG3
JMKLZU1	JMKLTN1 JMKLTN2 JMKLZU2 JMKLZU3 JMKQXI1 JMKQXI2 JMKQXI3 JMKXMI1 JMTDTO2 JMTDTO3 JMTDTU2 JMTDTU3 JMTGYI3 JMTLZT1
JMKLZU2	JDKSAG2 JDKZHA1 JDKZHA2 JDKZHA3 JMKLZU1 JMKLZU3 JMKQXI1 JMKQXI2 JMKQXI3 JMKSAG2 JMKSFZ1 JMKSFZ2 JMKSFZ8 JMKXMI1 JMKXMI2 JMKXMI3 JMKXYG3 JMKZHA1 JMKZHA2 JMKZHA3 JMKZHA8 JMTLZT1
JMKLZU3	JDKSAG1 JDKSAG2 JMKLTN1 JMKLTN2 JMKLTN3 JMKLTN8 JMKLZU1 JMKLZU2 JMKQXI2 JMKQXI3 JMKSAG1 JMKSAG2 JMKZHA8 JMTDTO3 JMTGYI2 JMTGYX3
JMKNCG1	JMKCSC1 JMKCSC2 JMKCSC3 JMKCSC8 JMKDAG3 JMKEQI2 JMKEQI3 JMKJCN1 JMKJCN2 JMKJCN3 JMKLSS1 JMKLSS3 JMKNCG2 JMKNCG3 JMKNCG8 JMKQXT3 JMKQXT8 JMKYSZ2
JMKNCG2	JMKCSC3 JMKCSC8 JMKFGG1 JMKFGG3 JMKJCN2 JMKKGG1 JMKLSS3 JMKNCG1 JMKNCG3 JMKNCG8 JMKQXT3 JMKQXT8 JMKSTG2 JMKTDG1 JMKTDG2
JMKNCG3	JMKCSC8 JMKFGG1 JMKKGG1 JMKNCG1 JMKNCG2 JMKNCG8 JMKQXT3 JMKQXT8 JMKSTG2 JMKSTG3 JMKTDG1
JMKNCG8	JDKSAG3 JMKCSC1 JMKCSC2 JMKCSC3 JMKCSC8 JMKFGG1 JMKJCN1 JMKJCN2 JMKLSS1 JMKLSS2 JMKLSS3 JMKNCG1 JMKNCG2 JMKNCG3 JMKQXT3 JMKQXT8 JMKSAG3 JMKSTA1 JMKSTA2 JMKSTA3
JMKNYG1	JMKDAG1 JMKDAG2 JMKDTN1 JMKDTN2 JMKDTN3 JMKNYG2 JMKNYG3 JMKXYI2 JMKYSF1 JMKYSF3 JMKYSZ1 JMKYSZ2 JMKYSZ3
JMKNYG2	JDKYSE3 JMKDAG1 JMKDAG2 JMKDAG3 JMKEQI1 JMKEQI2 JMKEQI3 JMKNYG1 JMKNYG3 JMKSZT1 JMKXYI2 JMKYSE3 JMKYSF3 JMKYSZ2 JMKYSZ3
JMKNYG3	JDKYSE3 JMKDAG1 JMKDAG2 JMKDAG3 JMKEQI1 JMKEQI2 JMKEQI3 JMKNYG1 JMKNYG2 JMKSZT1 JMKXYI2 JMKYSE3 JMKYSF3
JMKODO1	JDKHXI2 JDKHXI3 JDKLCN3 JMHDXI1 JMHDXI2 JMHDXI3 JMHKYN1 JMHKYN2 JMHKYN3 JMHKYN8 JMHLTN2 JMKHXI1 JMKHXI3 JMKODO2 JMKODO3 JMKTLG1 JMKTLG2 JMKTLG3 JMKYSE1
JMKODO2	JDKHXI2 JDKHXI3 JDKLCN1 JDKLCN3 JMHDXI2 JMHDXI3 JMHKYN2 JMHLTN1 JMHLTN2 JMKHXI1 JMKHXI3 JMKODO1 JMKODO3 JMKTLG1 JMKTLG2 JMKTLG3 JMKYSE1 JMXKLN3 JMXSBU2
JMKODO3	JDKHXI1 JDKHXI2 JDKHXI3 JDKLCN3 JDKSKE1 JDKSKE3 JDKSKS3 JDKYSE1 JMHDXI3 JMHKYN2 JMKHXI1 JMKHXI2 JMKHXI3 JMKHYG3 JMKODO1 JMKODO2 JMKSKE3 JMKSKS1 JMKSKS3 JMKTLG3 JMKYSE1
JMKPCN1	JDKLCN1 JDKLCN2 JDXNWN3 JMHLTN1 JMHLTN2 JMKHYG1 JMKLAN1 JMKLAN2 JMKLCN1 JMKLCN2 JMKPCN2 JMKPCN3 JMKTLG1 JMKTLG2 JMXKLN1 JMXKLN2 JMXKLN3 JMXNWN3 JMXTBC1 JMXTBC2
JMKPCN2	JDKLCN1 JDKLCN2 JDXNWN3 JMKLAN2 JMKLCN1 JMKLCN2 JMKPCN1 JMKPCN3 JMKSKU2 JMKTLG2 JMTDTO1 JMTGYI1 JMTMXG1 JMTMXG2 JMTMXG3 JMTWXG1 JMTWXG3 JMXKLN2 JMXKLN3 JMXNWN2 JMXNWN3 JMXTBC1 JMXTBC2 JMXYSN2
JMKPCN3	JDKLCN1 JDKLCN2 JDKLCN3 JDKSKS1 JDKSKU1 JMKHYG1 JMKLAN1 JMKLAN2 JMKLAN3 JMKLCN1 JMKLCN2 JMKPCN1 JMKPCN2 JMKSKS1 JMKSKU2 JMTDTO1 JMTDTU3 JMTGYI1 JMTGYI2 JMTMXG3 JMTWXG1 JMTWXG3
JMKQXI1	JDKLTN2 JDKSAG2 JMKLTN2 JMKLZU1 JMKLZU2 JMKQXI2 JMKQXI3 JMKSAG2 JMKSFZ1 JMKXMI1 JMKXYG2 JMKZBN1 JMKZHA8 JMTDGG6 JMTDLA3 JMTDTO1 JMTDTO2 JMTDTO3 JMTDTU1 JMTDTU2 JMTDTU3 JMTGYI2 JMTGYX2 JMTLZT1 JMTLZT3 JMTWXG2
JMKQXI2	JDKCYI2 JDKDLC1 JDKLTN2 JDKSAG2 JDKSFZ2 JDKSFZ3 JDKXGL1 JDKXGL3 JDKZHA2 JDKZHA3 JMKCYI1 JMKLTN2 JMKLZU1 JMKLZU2 JMKLZU3 JMKQXI1 JMKQXI3 JMKSAG2 JMKSFZ1 JMKSFZ2 JMKSFZ3 JMKSFZ8 JMKXGL1 JMKXMI1 JMKXMI3 JMKXYG1 JMKXYG2 JMKXYG3 JMKZBN1 JMKZBN2 JMKZBN8 JMKZHA2 JMKZHA3 JMKZHA8 JMTDGG6 JMTDTU2 JMTGYI2 JMTLZT1
JMKQXI3	JDKCZU2 JDKLTN2 JDKLTN3 JDKSAG1 JDKSAG2 JDKSAG3 JDKSFZ1 JDKZHA1 JMKCZU1 JMKEQI2 JMKJCN1 JMKLTN2 JMKLTN3 JMKLZU1 JMKLZU2 JMKLZU3 JMKQXI1 JMKQXI2 JMKSAG1 JMKSAG2 JMKSAG3 JMKSFZ1 JMKXMI1 JMKXYG3 JMKZHA1 JMKZHA8 JMTDTO3 JMTDTU2 JMTGYI2 JMTGYX2 JMTGYX3 JMTLZT1
JMKRBI1	JDKCKN2 JDKCKN3 JMKBHE1 JMKCKN3 JMKCKY2 JMKCKY3 JMKKCG1 JMKLYN1 JMKLYN2 JMKLYN3 JMKRBI2 JMKRBI3 JMKYJG1 JMKYJG2 JMKYJG3 JMKYJG8
JMKRBI2	JDKCKN2 JMKBHE1 JMKBHE2 JMKBHE3 JMKCKN1 JMKCKN2 JMKCKN3 JMKCKN8 JMKCKY1 JMKCKY2 JMKCKY3 JMKHLG2 JMKHSI2 JMKKCG1 JMKLYN2 JMKLYN3 JMKNSE1 JMKQTG1 JMKQTG3 JMKRBI1 JMKRBI3 JMKYJG2 JMKYJG8
JMKRBI3	JDKCKN2 JMKBHE3 JMKCKN3 JMKCKY2 JMKCKY3 JMKHSI1 JMKHSI2 JMKKCG1 JMKKCG3 JMKLYN2 JMKLYN3 JMKQTG3 JMKRBI1 JMKRBI2 JMKWLG3 JMKYJG1 JMKYJG2 JMKYJG8 JMKYXG1 JMKYXG2 JMKZDG1 JMKZDG2
JMKSAG1	JDKLTN1 JDKLTN2 JDKLTN3 JDKSAG1 JDKSAG2 JDKSAG3 JDKSKE2 JDKYSE2 JDKZHA1 JMKDAG2 JMKDAG3 JMKLTN1 JMKLTN2 JMKLTN3 JMKLTN8 JMKLZU3 JMKQXI3 JMKSAG2 JMKSAG3 JMKSKE2 JMKXMI1 JMKYSE2 JMKZHA1 JMKZHA8
JMKSAG2	JDKLTN2 JDKLTN3 JDKSAG1 JDKSAG2 JDKSAG3 JDKSFZ1 JDKZHA1 JDKZHA2 JMKLTN2 JMKLTN3 JMKLZU2 JMKLZU3 JMKQXI1 JMKQXI2 JMKQXI3 JMKSAG1 JMKSAG3 JMKXMI1 JMKZHA1 JMKZHA2 JMKZHA8 JMTDTO3 JMTGYX3 JMTLZT1 JMTWXG2 JMTWXG3
JMKSAG3	JDKLTN3 JDKSAG1 JDKSAG2 JDKSAG3 JDKZHA1 JDKZHA3 JMKCSC1 JMKCSC2 JMKDAG3 JMKLTN3 JMKNCG8 JMKQXI3 JMKSAG1 JMKSAG2 JMKXMI1 JMKXYG3 JMKZHA1 JMKZHA3 JMKZHA8
JMKSAL1	JDKBYI1 JDKBYI2 JDKBYI3 JDKCHG3 JDKDGG2 JDKDGG3 JMKBYI1 JMKBYI2 JMKBYI3 JMKBYI8 JMKCHG3 JMKDGG2 JMKDGG3 JMKMQG1 JMKMQG2 JMKMQG3 JMKSAL2 JMKSAL3 JMKSAL8 JMKSBN1 JMKSBN2 JMKWLG3
JMKSAL2	JDKBYI1 JDKBYI2 JDKBYI3 JDKCKN1 JDKZHF2 JMKBYI3 JMKBYI8 JMKRQN3 JMKSAL1 JMKSAL3 JMKSAL8 JMKTYG2 JMKTYG3 JMKWLG1 JMKWLG2 JMKZGU1 JMKZGU2 JMKZGU3 JMKZHF2
JMKSAL3	JDKBYI3 JMKMQG2 JMKMQG3 JMKSAL1 JMKSAL2 JMKSAL8 JMKSBN1 JMKSBN2 JMKSBN3 JMKWLG1 JMKWLG2 JMKZGU1
JMKSAL8	JDKBYI1 JDKBYI2 JDKBYI3 JDKCHG3 JDKDAC1 JDKDAC2 JDKDAC3 JDKZHF2 JMKBYI1 JMKBYI3 JMKBYI8 JMKCCG3 JMKCHG3 JMKDAC1 JMKDAC2 JMKDAC3 JMKMQG2 JMKRQN2 JMKRQN3 JMKSAL1 JMKSAL2 JMKSAL3 JMKTYG2 JMKWLG3 JMKXCN1 JMKXCN2 JMKXJE1 JMKZGG1 JMKZGG3 JMKZGU1 JMKZHF2 JMKZYI1 JMKZYI2
JMKSBN1	JDKBYI1 JDKBYI2 JDKBYI3 JDKCHG3 JDKCRZ3 JDKDGG1 JDKDGG2 JMKBYI1 JMKBYI2 JMKBYI3 JMKCHG3 JMKCKN1 JMKCKN8 JMKCRZ2 JMKCRZ3 JMKDGG1 JMKDGG2 JMKDGG3 JMKKGG1 JMKLGG1 JMKLSS2 JMKMQG1 JMKMQG2 JMKMQG3 JMKSAL1 JMKSAL3 JMKSBN2 JMKSBN3 JMKTKU1 JMKWLG1 JMKYSN3
JMKSBN2	JDKBYI3 JDKCHG3 JDKCKN3 JMKBYI3 JMKCKN1 JMKCKN8 JMKDET1 JMKDET2 JMKDGG2 JMKDGG3 JMKHLG3 JMKLGG1 JMKMQG2 JMKRQN3 JMKSAL1 JMKSAL3 JMKSBN1 JMKSBN3 JMKTKU1 JMKTYG2 JMKWLG1 JMKWLG2 JMKWLG3 JMKYJG1 JMKZGU3
JMKSBN3	JDKDGG1 JMKCKN1 JMKCKN8 JMKDET1 JMKDET2 JMKDGG1 JMKDGG3 JMKFGG2 JMKKGG1 JMKKGG2 JMKLGG1 JMKLGG2 JMKLGG3 JMKMQG2 JMKMQG3 JMKSAL3 JMKSBN1 JMKSBN2 JMKTKU1 JMKTKU3 JMKWLG1 JMKWLG3
JMKSJG1	JMHZYN2 JMKDYN1 JMKDYN3 JMKSJG2 JMKSJG3 JMKSSI2 JMKSSI3 JMKXYI1 JMKXYI2 JMKXYI3
JMKSJG2	JMKDYN3 JMKSJG1 JMKSJG3 JMKSSI2 JMKSSI3 JMKXYI3 JMKYDY1
JMKSJG3	JMHYAN1 JMHZYN2 JMKDYN3 JMKSJG1 JMKSJG2 JMKSSI3 JMKXYI1 JMKXYI3 JMKYDY1
JMKSJU1	JMELAN1 JMELAN3 JMKCKN1 JMKCKN8 JMKDET2 JMKDET3 JMKGGL1 JMKGGL2 JMKKGG1 JMKKGG2 JMKKGG3 JMKLGG2 JMKLYN1 JMKLYN2 JMKLYN3 JMKSJU2 JMKSJU3 JMKSJU5 JMKSJU8 JMKTKU1 JMKTKU2 JMKTKU3 JMKYJG3
JMKSJU2	JMELAN1 JMELAN2 JMELAN3 JMKDET3 JMKGGL1 JMKGGL2 JMKKGG3 JMKLYN1 JMKLYN3 JMKNSN2 JMKSJU1 JMKSJU3 JMKSJU5 JMKSJU8 JMKTKU2 JMKTKU3 JMKYJG3
JMKSJU3	JMELAN1 JMELAN3 JMKDET3 JMKGGL1 JMKGGL2 JMKGGL3 JMKKGG1 JMKKGG3 JMKLHE1 JMKLHE2 JMKLHE3 JMKNSN1 JMKNSN2 JMKSJU1 JMKSJU2 JMKSJU5 JMKSJU8
JMKSJU5	JMELAN1 JMELAN2 JMELAN3 JMEYQO2 JMKDET3 JMKGGL1 JMKGGL2 JMKKGG3 JMKLYN1 JMKLYN3 JMKNSN2 JMKSJU1 JMKSJU2 JMKSJU3 JMKSJU8 JMKTKU2 JMKTKU3
